ID	Level	Area	Name	Log Message Example	Description	Format
1AFF0019	INFO	Proxy / HTTP	Request version match	HTTP request version match	"The HTTP version specified in the HTTP request line matches a configured rule, or the default rule of no match. The log specifies the matched rule name and the request line."	"Deny 1-Trusted 0-External tcp 10.0.1.2 100.100.100.11 40627 80 msg="ProxyDeny: HTTP request version match" proxy_act="HTTP-Client.2" rule_name="Default" line="GET /index.html HTTP/1.8\x0d\x0a" (HTTP-proxy-00)"
1AFF001A	INFO	Proxy / HTTP	Request method match	HTTP request method match	"The HTTP request method specified in the Request-Line matches a configured rule, or the default rule of no match. The log message specifies the matched rule name and the method."	"Allow 1-Trusted 0-External tcp 10.0.1.2 50.16.229.215 52301 80 msg="ProxyAllow: HTTP request method match" proxy_act="HTTP-Client.1" rule_name="GET" method="GET" (HTTP-proxy-00)"
1AFF001B	INFO	Proxy / HTTP	Header match	HTTP header match	"The HTTP header line matches a configured rule, or the default rule of no match. The log message specifies the matched rule name and header line."	"Allow 1-Trusted 0-External tcp 10.0.1.2 50.16.229.215 52301 80 msg="ProxyAllow: HTTP header match" proxy_act="HTTP-Client.1" rule_name="Default" header="Host: www.walkscore.com\x0d\x0a" (HTTP-proxy-00)"
1AFF001C	INFO	Proxy / HTTP	Header cookie domain match	HTTP header cookie domain match	"The cookie domain header matches a configured rule, or the default rule of no match. The log message includes the matched rule name and the cookie domain."	"Deny 1-Trusted 0-External tcp 10.0.1.2 50.16.229.215 52466 80 msg="ProxyDeny: HTTP header cookie domain match" proxy_act="HTTP-Client.1" rule_name="DoubleClick.com" domain=".doubleclick.com" (HTTP-proxy-00)"
1AFF001D	INFO	Proxy / HTTP	Request host missing	HTTP request host missing	The HTTP request header is missing the host value.	"Deny 1-Trusted 6-Ext-access tcp 10.0.1.2 192.168.53.82 60654 80 msg="ProxyDeny: HTTP request host missing" (HTTP-proxy-00)"
1AFF001E	INFO	Proxy / HTTP	Header authentication scheme match	HTTP header auth scheme match	"The authentication scheme in the HTTP header server response matches one of the configured rules, or the default rule of no match. The log message specifies the matched rule name and the authentication scheme."	"Allow 1-Trusted 6-Ext-access tcp 10.0.1.2 192.168.53.92 4910 80 msg="ProxyAllow: HTTP Header auth scheme match" proxy_act="HTTP-Client.1" rule_name="Basic" scheme="Basic" (HTTP-proxy-00)"
1AFF001F	INFO	Proxy / HTTP	Request method not supported	HTTP request method unsupported	The HTTP request method does not match a configured rule. The log message specifies the method in use.	"Deny 1-Trusted 6-Ext-access tcp 10.0.1.2 192.168.53.92 64152 80 msg="ProxyDeny: HTTP request method unsupported" proxy_act="HTTP-Client.1" method="OPTIONS" (HTTP-proxy-00)"
1AFF0020	INFO	Proxy / HTTP	Request port mismatch	HTTP request port mismatch	Relative-URI is in use and the port specified in the HTTP request host header does not match the port used for the connection.	"Deny 1-Trusted 6-Ext-access tcp 10.0.1.2 192.168.53.92 64152 80 msg="ProxyDeny: HTTP request port mismatch" proxy_act="HTTP-Client.1" (HTTP-proxy-00)"
1AFF0021	INFO	Proxy / HTTP	Request categories	HTTP Request categories	"The HTTP request is sent to a web address that matched a selected WebBlocker category. The log message specifies the action taken by the proxy, the URL, and the category matched."	"Allow 1-Trusted 0-External tcp 10.0.1.2 50.16.210.117 50790 80 msg="ProxyAllow: HTTP Request categories" proxy_act="HTTP-Client.2" cats="Reference Materials" op="GET" dstname="www.walkscore.com" arg="/" (HTTP-proxy-00)"
1AFF0022	INFO	Proxy / HTTP	Service unavailable	HTTP service unavailable	WebBlocker categorization failed because the configured WebBlocker server is not available. The log message specifies the profile name and a more detailed error message.	"Deny 2-Internal-traffic 4-External-traffic tcp 192.168.2.23 23.21.224.150 60921 80 msg="ProxyDeny: HTTP service unavailable" proxy_act="HTTP-Client.1" service="WebBlocker.1" details="Webblocker server is not available" (HTTP-proxy-00)"
1AFF0023	INFO	Proxy / HTTP	Request URL path oversize	HTTP request URL path oversize	"The URI in the HTTP Request-Line is longer than the configured limit. The default limit is 2,048 bytes. The log message specifies the oversize URI."	"Deny 1-Trusted 6-Ext-access tcp 10.0.1.2 173.194.33.167 64279 80 msg="ProxyDeny: HTTP request URL path oversize" proxy_act="HTTP-Client.1" path="/crx/blobs/QwAAAHF3InbmK-wFIemaY3I3BCMqOfjjbz3ZPr0OdvcXp8cUu10k48t_h-qsRfYvKPciETPh6ZMAQTV8WL-Rx-lfADpBbs0T0xmHzDv3tYNK4R4eAMZSmuX1YAUWVQlL6kSI-xpS-vSmdvbuQg/extension_0_1_0_12919.crx" (HTTP-proxy-00)"
1AFF0024	INFO	Proxy / HTTP	Request	HTTP request	A detailed summary of the last HTTP proxy transaction.	"Allow 1-Trusted 6-Ext-access tcp 10.0.1.2 192.168.53.92 64425 80 msg="HTTP request" proxy_act="HTTP-Client.1" op="GET" dstname="192.168.53.92" arg="/" sent_bytes="339" rcvd_bytes="2" elapsed_time="5.037750 sec(s)" (HTTP-proxy-00)"
1AFF0025	INFO	Proxy / HTTP	Header IPS rule match	HTTP header IPS match	"Intrusion Prevention Service (IPS) detected an intrusion in the client request or server response header. The log message specifies the action taken, signature ID, threat severity, signature name, signature category, destination host name, and URI path."	"Deny 1-Trusted 0-External tcp 10.0.1.2 107.20.162.187 55531 80 msg="ProxyDeny: HTTP header IPS match" proxy_act="HTTP-Client.1" signature_id="1055396" severity="5" signature_name="WEB Cross-site Scripting -9" signature_cat="Web Attack" host="intext.nav-links.com" path="/util/intexteval.pl?action=startup" (HTTP-proxy-00)"
1AFF0026	INFO	Proxy / HTTP	Body IPS rule match	HTTP body IPS match	"Intrusion Prevention Service (IPS) detected an intrusion in the client request or server response content body. The log message specifies the action taken, signature ID, threat severity, signature name, signature category, destination host name, and URI path."	"Deny 4-Trusted-1 0-External tcp 192.168.53.92 188.40.238.252 45617 443 msg="ProxyDeny: HTTP body IPS match" proxy_act="HTTP-Client.4" signature_id="1051723" severity="5" signature_name="Virus Eicar test string" signature_cat="Virus/Worm" host="secure.eicar.org" path="/eicar.com.txt" src_user="testuser@test.net" (HTTPS-proxy-00)"
1AFF0028	INFO	Proxy / HTTP	GAV Virus found	HTTP Virus found	"Gateway AntiVirus (GAV) detected a virus or malware. The log message specifies the virus name, destination host name, and URI path."	"Deny 2-Internal-traffic 4-External-traffic tcp 10.0.1.8 192.168.53.92 57525 80 msg="ProxyDrop: HTTP Virus found" proxy_act="HTTP-Client.1" virus="EICAR_Test" host="192.168.53.92" path="/viruses/eicar.com" (HTTP-proxy-00)"
1AFF0029	INFO	Proxy / HTTP	GAV scan error	HTTP AV scanning error	"Gateway AntiVirus (GAV) failed to scan because of an error. The log message specifies the error message, the destination host name, and URI path."	"Allow 1-Trusted 0-External tcp 10.0.1.2 8.25.35.115 51859 80 msg="ProxyAllow: HTTP AV scanning error" proxy_act="HTTP-Client.3" error="avg scanner is not created" host="api.yontoo.com" path="/LoadJS.ashx" (HTTP-proxy-00)"
1AFF002B	INFO	Proxy / HTTP	Trusted host	HTTP Trusted host	The destination host name matches a proxy exception configured in the HTTP proxy.	"Allow 1-Trusted 0-External tcp 10.0.1.2 134.170.51.254 51941 80 msg="ProxyAllow: HTTP Trusted host" proxy_act="HTTP-Client.3" rule_name="*.windowsupdate.com" (HTTP-proxy-00)"
1AFF002C	INFO	Proxy / HTTP	Bad reputation	HTTP bad reputation	The HTTP proxy blocked access to the destination address because of a bad reputation score for the URL.	"Deny 1-Trusted 0-External tcp 172.16.1.101 188.40.238.250 36834 80 msg="ProxyDeny: HTTP bad reputation" proxy_act="HTTP-ACT-OUT" reputation="100" host="www.eicar.org" path="/download/eicar_com.zip" (HTTP-OUT-00)"
1AFF002D	INFO	Proxy / HTTP	Good reputation	HTTP good reputation	The HTTP proxy did not complete a Gateway AntiVirus (GAV) scan for traffic to the destination address because the URL received a good reputation score.	"Allow 4-Trusted-1 0-External tcp 192.168.53.92 198.35.26.96 45365 80 msg="ProxyAllow: HTTP good reputation" proxy_act="HTTP-Client.4" reputation="1" host="en.wikipedia.org" path="/favicon.ico" src_user="user@test.net" (HTTP-00)"
1AFF002E	INFO	Proxy / HTTP	Application match	HTTP App match	Application Control identified the application type from the HTTP client request or server response stream.	"Allow 4-Trusted-1 0-External tcp 192.168.53.92 198.35.26.96 45365 80 msg="ProxyAllow: HTTP App match" proxy_act="HTTP-Client.4" app_cat_name="Web" app_cat_id="13" app_name="Mozilla Firefox" app_id="12" app_beh_name="access" app_beh_id="6" src_user="test@test.net" (HTTP-00)"
1AFF002F	INFO	Proxy / HTTP	DLP violation found	HTTP DLP violation found	Data Loss Prevention (DLP) detected a violation of DLP rules. The log message only includes information about the first rule matched.	"Allow 1-Trusted 0-External tcp 10.0.1.2 100.100.100.3 59568 80 msg="ProxyAllow: HTTP DLP violation found" proxy_act="HTTP-Client.1" dlp_sensor="sample_dlp_test" dlp_rule="BankaccountdetailsnearpersonallyidentifiableinformationUSA" host="100.100.100.3" path="/cgi-bin/upload.cgi" (HTTP-OUT.1-00)"
1AFF0030	INFO	Proxy / HTTP	DLP cannot perform scan	HTTP cannot perform DLP Scan	Data Loss Prevention (DLP) failed to scan the traffic because of the error specified in the log message.	"Allow 1-Trusted 0-External tcp 10.0.1.3 100.100.100.3 62398 80 msg="ProxyAllow: HTTP cannot perform DLP scan" proxy_act="HTTP-Client.1" dlp_sensor="sample_dlp_test" error="Cannot Perform DLP scanning" (HTTP-proxy-00)"
1AFF0031	INFO	Proxy / HTTP	DLP object unscannable	HTTP DLP object unscannable	Data Loss Prevention (DLP) cannot extract data from an object because it is encrypted.	"Allow 1-Trusted 0-External tcp 10.0.1.2 100.100.100.11 40608 80 msg="ProxyAllow: HTTP DLP object unscannable" proxy_act="HTTP-Client.2" dlp_sensor="PCI Audit Sensor.1" error="unscannable object (File was encrypted)" host="100.100.100.11" path="/password-protected.zip" (HTTP-proxy-00)"
1AFF0032	INFO	Proxy / HTTP	HTTP object too large	HTTP DLP object too large	Data Loss Prevention (DLP) cannot scan the object because it is larger than the configured limit. The default value varies by device type and ranges between 1 and 5 MB.	"Allow 2-optional 0-External tcp 192.168.53.92 172.16.10.14 8902 80 msg="ProxyAllow: HTTP DLP object too large" proxy_act="HTTP-Client.1" dlp_sensor="DLPSensor.1" error="DLP scan limit exceeded" (HTTP-proxy-00)"
1AFF0033	INFO	Proxy / HTTP	Range header	HTTP Range header	This is the configured action (allow or strip) for the HTTP proxy Range header. The default action is strip. The HTTP proxy Range header can allow partial file transfers that impact content scans because the full content is not presented.	"Allow 1-Trusted 0-External tcp 10.0.1.2 100.100.100.15 40535 80 msg="ProxyStrip: HTTP Range header" proxy_act="HTTP-Client.1" header="Accept-Ranges: bytes\x0d\x0a" (HTTP-proxy-00)"
1AFF0034	INFO	Proxy / HTTP	APT threat detected	HTTP APT detected	"APT Blocker detected a threat. The log message specifies the the threat level, threat name, threat class, malicious activities, destination host name, and URI path."	"Deny 2-Internal-traffic 4-External-traffic tcp 192.168.2.20 192.168.3.30 48120 80 msg="ProxyDrop: HTTP APT detected" proxy_act="HTTP-Client.1" host="192.168.3.30" path="/apt_sample.exe" md5="2e77cadb722944a3979571b444ed5183""
1AFF0036	INFO	Proxy / HTTP	File submitted to APT analysis server	HTTP File submitted to APT analysis server	File submitted to APT analysis server for deep threat analysis. The analysis result will be notified when the analysis result is fetched from APT analysis server.	"Allow 2-Internal-traffic 4-External-traffic tcp 192.168.2.20 192.168.3.30 34063 80 msg="ProxyAllow: HTTP File submitted to APT analysis server" proxy_act="HTTP-Client.1" host="192.168.3.30" path="/test/sample.exe" md5="dd0af53fec2267757cd90d633acd549a" task_uuid="35c8ac1aaeee4e5186d584318deb397b" (HTTP-proxy-00)"
1AFF0037	INFO	Proxy / HTTP	Connect tunnel port match	HTTP connect tunnel port match	"The HTTP CONNECT tunnel request port matches a configured rule, or the default rule of no match. The log message specifies the matched rule name and port."	"Allow 1-Trusted Firebox tcp 10.0.1.3 100.100.100.16 53531 3128 msg="ProxyReplace: HTTP connect tunnel port match" proxy_act="Explicit-Web.Standard.1" rule_name="Redirect-HTTPS" port="443" (Explicit-proxy-00)"
1AFF0038	INFO	Proxy / HTTP	Webproxy redirect	HTTP webproxy redirect	The HTTP Webproxy connection was redirected to a different proxy action because of the configuration setting in explicit proxy. The log message specifies the new proxy action used.	"Allow 1-Trusted 0-External tcp 10.0.1.3 100.100.100.16 53532 3128 msg="ProxyReplace: HTTP webproxy redirect" proxy_act="Explicit-Web.Standard.1" redirect_action="HTTPS-Client.Standard" (Explicit-proxy-00)"
1AFF0039	INFO	Proxy / HTTP	File reported safe from APT hash check	HTTP File reported safe from APT hash check	APT hash check did not report a threat from the object	"Allow 2-Internal-traffic 4-External-traffic tcp 192.168.2.20 192.168.3.30 34063 80 msg="ProxyAllow: HTTP File reported safe from APT hash check" proxy_act="HTTP-Client.1" host="192.168.3.30" path="/test/sample.exe" md5="dd0af53fec2267757cd90d633acd549a" task_uuid="35c8ac1aaeee4e5186d584318deb397b" (HTTP-proxy-00)"
1AFF003A	INFO	Proxy / HTTP	Content redirect	HTTP Content redirect	The HTTP content action connection was redirected to a different proxy action because of the configuration. The log message specifies the new proxy action used as well as the current ssl status.	"Allow 0-External 3-Optional-2 tcp 203.0.113.2 203.0.113.3 50560 80 msg="ProxyReplace: HTTP Content Action redirect" proxy_act="HTTP-Content.Standard.1" redirect_action="HTTP-Server.Standard.2" srv_ip="10.0.2.8" srv_port="80" ssl_offload="0" client_ssl="NONE" server_ssl="NONE" (HTTP-proxy-00)"
1AFF003B	INFO	Proxy / HTTP	Request Content match	HTTP Request content match	The request contained content which matched a configured content rule in the HTTP proxy. The log message specifies the content which matched the rule as well as rule details.	"Allow 0-External 1-Trusted tcp 203.0.113.2 203.0.113.2 50428 80 msg="ProxyReplace: HTTP Request content match" proxy_act="HTTP-Content.Standard.1" rule_name="forums" content_type="URN" dstname="203.0.113.2" arg="/forums/index.html" srv_ip="10.0.2.8" srv_port="80" ssl_offload="1" redirect_action="HTTP-Server.Standard.1" (HTTP-proxy-00)"
2CFF0000	INFO	Proxy / HTTPS	Request	HTTPS Request	"HTTPS transaction log includes server name, certificate details and action taken."	"Allow 1-Trusted 0-External tcp 10.0.1.2 173.194.33.184 59277 443 msg="HTTPS Request" proxy_act="HTTPS-Client.Standard.3" sni="www.gstatic.com" cn="*.google.com" cert_issuer="CN=olympus.wgti.net,OU=QA,O=WGTI,L=Seattle,ST=WA,C=US" cert_subject="CN=*.google.com,O=Google Inc,L=Mountain View,ST=California,C=US" action="allow" (HTTPS-proxy-00)"
2CFF0001	INFO	Proxy / HTTPS	WebBlocker Request categories	HTTPS Request categories	WebBlocker identified the category for a web request. The log message specifies the category and host name.	"Allow 1-Trusted 0-External tcp 10.0.1.2 74.125.25.104 44773 443 msg="ProxyAllow: HTTPS Request categories" proxy_act="HTTPS-Client.1" service="Def" cats="Search Engines and Portals" dstname="www.google.com" (HTTPS-proxy-00)"
2CFF0002	INFO	Proxy / HTTPS	WebBlocker service unavailable	HTTPS service unavailable	WebBlocker failed because a WebBlocker Server was not available.	"Allow 1-Trusted 0-External tcp 10.0.1.2 74.125.25.147 51566 443 msg="ProxyAllow: HTTPS service unavailable" proxy_act="HTTPS-Client.1" error="Webblocker server is not available" service="Def" cats="" dstname="www.google.com" (HTTPS-proxy-00)"
2CFF0003	INFO	Proxy / HTTPS	Domain name match	HTTPS domain name match	This rule log includes the matched rule name or default rule of no match and the patterns its been matched against.	"Allow 1-Trusted 0-External tcp 10.0.1.2 173.194.33.176 59545 443 msg="ProxyAllow: HTTPS domain name match" proxy_act="HTTPS-Client.Standard.3" rule_name="*.google.com" sni="www.google.com" cn="" ipaddress="173.194.33.176" (HTTPS-proxy-00)"
2CFF0007	INFO	Proxy / HTTPS	Protocol invalid	HTTPS invalid protocol	The HTTPS proxy detected an invalid SSL version.	"Deny 1-Trusted 0-External tcp 10.0.1.2 192.168.53.143 41551 443 msg="ProxyDrop: HTTPS invalid protocol" proxy_act="HTTPS-Client.1" version="0x9999" length="123" data="\x16\x03\x01\x00{\x01\x00\x00w\x99\x99" (HTTPS-proxy-00)"
2CFF0008	INFO	Proxy / HTTPS	Timeout	HTTPS timeout	The HTTPS connection was idle longer than the timeout value configured in the HTTPS policy. The default is 180 seconds.	"Deny 1-Trusted 0-External tcp 10.0.1.5 192.168.53.143 54707 443 msg="ProxyDrop: HTTPS timeout" (HTTPS-proxy-00)"
2CFF0009	INFO	Proxy / HTTPS	Content inspection	HTTPS content inspection	"The HTTPS traffic was directed to a different proxy action because of the Content Inspection settings in the HTTPS proxy. The log message specifies the new proxy action used for content inspection, as well as the TLS ciphers used for the server and client."	"Allow 1-Trusted 0-External tcp 10.0.1.2 173.194.33.180 59276 443 msg="ProxyInspect: HTTPS content inspection" proxy_act="HTTPS-Client.Standard.3" inspect_action="HTTP-Client.Standard" server_ssl="ECDHE-RSA-AES256-SHA384" client_ssl="ECDHE-RSA-AES256-GCM-SHA384" (HTTPS-proxy-00)"
22FF0000	INFO	Proxy / IMAP	Request	IMAP Request	This audit log message specifies the email message transaction result.	"Allow 1-Trusted 0-External tcp 10.0.1.70 10.148.22.60 53589 143 msg="IMAP Request" proxy_act="IMAP-Client.Standard.1" email_len="652" action="allow" reason="" mbx="INBOX" user="wg" auth_method="plain" (IMAP-proxy-00)"
22FF0001	INFO	Proxy / IMAP	Timeout	IMAP Timeout	The connection was idle for longer than the configured timeout limit. The default limit is 1 minute.	"Deny 1-Trusted 0-External tcp 10.0.1.70 10.148.22.60 53589 143 msg="IMAP Timeout" proxy_act="IMAP-Client.Standard.1" timeout="120" (IMAP-proxy-00)"
22FF0002	INFO	Proxy / IMAP	Malformed Command	IMAP Malformed Command	The IMAP client sent malformed/unsupported command	"Deny 1-Trusted 0-External tcp 10.0.1.70 10.148.22.60 53589 143 msg="IMAP Malformed Command" proxy_act="IMAP-Client.Standard.1" command="CONDSTORE" mbx="INBOX" user="wg" auth_method="plain" (IMAP-proxy-00)"
22FF0004	INFO	Proxy / IMAP	Malformed Response	IMAP Malformed Response	The IMAP server sent malformed/unsupported response	"Deny 1-Trusted 0-External tcp 10.0.1.70 10.148.22.60 53589 143 msg="IMAP Malformed Response" proxy_act="IMAP-Client.Standard.1" response="* 3597 EXISTS" mbx="INBOX" user="wg" auth_method="plain" (IMAP-proxy-00)"
22FF0005	INFO	Proxy / IMAP	Content Type	IMAP Content Type	"A MIME-type matched a configured content type rule, or the default rule of no match. The log message specifies the rule, MIME-type, and user-related information."	"Allow 1-Trusted 0-External tcp 10.0.1.73 10.148.22.60 54116 143 msg="ProxyAvScan: IMAP Content Type" proxy_act="IMAP-Client.Standard.1" rule_name="All text types" content_type="text/plain" mbx="inbox" user="wg" auth_method="plain" (IMAP-proxy-00)"
22FF0006	INFO	Proxy / IMAP	Filename	IMAP Filename	"The attachment matches a configured file name rule, or the default rule of no match. The log message specifies the rule, file name, and user-related information."	"Allow 1-Trusted 0-External tcp 10.0.1.3 100.100.100.3 56079 143 msg="ProxyStrip: IMAP Filename" proxy_act="IMAP-Client.Standard.1" rule_name="Word documents" filename="bug92408.doc" attachment="bug92408.zip.zip" mbx="inbox" user="wg" auth_method="plain" (IMAP-proxy-00)"
22FF0008	INFO	Proxy / IMAP	Virus Found	IMAP Virus Found	"Gateway AntiVirus detected a virus or malware in the file. The log message specifies the virus name, file name, and user-related information."	"Allow 1-Trusted 0-External tcp 10.0.1.3 100.100.100.3 50633 143 msg="ProxyAllow: IMAP Virus Found" proxy_act="IMAP-Client.Standard.1" virus="Eicar" mbx="INBOX" user="wg" (IMAP-proxy-00)"
22FF0009	INFO	Proxy / IMAP	Cannot Perform Gateway AV Scan	IMAP Cannot Perform Gateway AV Scan	Gateway AntiVirus (GAV) failed to scan because of the error specified in the log message	"Allow 1-Trusted 0-External tcp 10.0.1.3 100.100.100.3 50633 143 msg="ProxyLock: IMAP Cannot Perform Gateway AV Scan" proxy_act="IMAP-Client.Standard.1" error="unable to scan" mbx="INBOX" user="wg" (IMAP-proxy-00)"
22FF000A	INFO	Proxy / IMAP	APT detected	IMAP APT detected	APT Blocker found the threat specified in the log message in an attached file.	"Allow 1-Trusted 0-External tcp 10.0.1.3 100.100.100.3 60275 143 msg="ProxyStrip: IMAP APT detected" proxy_act="IMAP-Client.Standard.1" filename="lastline-demo-sample.exe" md5="7abebcf53e97b586c92a9ce5b9985cd4" task_uuid="e8a3730d1f88491c8821712e85d94929" threat_level="high" mbx="INBOX" user="wg" (IMAP-proxy-00)"
22FF000C	INFO	Proxy / IMAP	File Submitted to APT analysis server	IMAP File Submitted to APT analysis server	File submitted to APT analysis server for deep threat analysis. The analysis result will be notified when the analysis result is fetched from APT analysis server.	"Allow 1-Trusted 0-External tcp 10.0.1.3 100.100.100.3 60275 143 msg="ProxyStrip: IMAP File submitted to APT analysis server" proxy_act="IMAP-Client.Standard.1" filename="971d3aa1c683c69f425cc6ddf66833d3d172f0fd.apk" md5="7abebcf53e97b586c92a9ce5b9985cd4" task_uuid="e8a3730d1f88491c8821712e85d94929"APT detected" mbx="INBOX" user="wg" (IMAP-proxy-00)"
22FF000D	INFO	Proxy / IMAP	File reported safe from APT hash check	IMAP File reported safe from APT hash check	APT hash check did not report a threat from the object.	"Allow 1-Trusted 0-External tcp 10.0.1.3 100.100.100.3 60275 143 msg="ProxyStrip: IMAP File reported safe from APT hash check" proxy_act="IMAP-Client.Standard.1" filename="971d3aa1c683c69f425cc6ddf66833d3d172f0fd.apk" md5="7abebcf53e97b586c92a9ce5b9985cd4" task_uuid="e8a3730d1f88491c8821712e85d94929"APT detected" mbx="INBOX" user="wg" (IMAP-proxy-00)"
22FF000E	INFO	Proxy / IMAP	spamBlocker confirmed spam	IMAP Classified as confirmed SPAM	spamBlocker classified the message as confirmed SPAM. The log message specifies the user-related information	"Allow 1-Trusted 0-External tcp 10.0.1.3 100.100.100.3 60275 143 msg="ProxyReplace: IMAP Classified as confirmed SPAM" proxy_act="IMAP-Client.Standard.1" mbx="INBOX" user="wg" (IMAP-proxy-00)"
22FF000F	INFO	Proxy / IMAP	spamBlocker bulk mail	IMAP Classified as bulk mail	spamBlocker classified the message as bulk mail. The log message specifies the user-related information	"Allow 1-Trusted 0-External tcp 10.0.1.3 100.100.100.3 60275 143 msg="ProxyReplace: IMAP Classified as bulk mail" proxy_act="IMAP-Client.Standard.1" mbx="INBOX" user="wg" (IMAP-proxy-00)"
22FF0010	INFO	Proxy / IMAP	spamBlocker suspect spam	IMAP Classified as suspect SPAM	spamBlocker classified the message as suspect SPAM. The log message specifies the user-related information	"Allow 1-Trusted 0-External tcp 10.0.1.3 100.100.100.3 60275 143 msg="ProxyReplace: IMAP Classified as suspect SPAM" proxy_act="IMAP-Client.Standard.1" mbx="INBOX" user="wg" (IMAP-proxy-00)"
22FF0011	INFO	Proxy / IMAP	spamBlocker not scored	IMAP Message could not be scored	spamBlocker cannot score the message. The log message specifies the user-related information	"Allow 1-Trusted 0-External tcp 10.0.1.3 100.100.100.3 60275 143 msg="ProxyAllow: IMAP Message could not be scored" proxy_act="IMAP-Client.Standard.1" mbx="INBOX" user="wg" (IMAP-proxy-00)"
22FF0012	INFO	Proxy / IMAP	spamBlocker exception matched	IMAP spamBlocker exception was matched	The sender for the email matched a spamBlocker exception rule. The log message specifies the rule and user-related information.	"Allow 1-Trusted 0-External tcp 10.0.1.3 100.100.100.3 60275 143 msg="ProxyAllow: IMAP spamBlocker exception was matched" proxy_act="IMAP-Client.Standard.1" mbx="INBOX" user="wg" (IMAP-proxy-00)"
22FF0013	INFO	Proxy / IMAP	spamBlocker not spam	IMAP Classified as not SPAM	spamBlocker classified the message as not SPAM. The log message specifies the user-related information.	"Allow 1-Trusted 0-External tcp 10.0.1.3 100.100.100.3 60275 143 msg="ProxyAllow: IMAP Classified as not SPAM" proxy_act="IMAP-Client.Standard.1" mbx="INBOX" user="wg" (IMAP-proxy-00)"
22FF0014	INFO	Proxy / IMAP	spamBlocker not spam	IMAP Message classification is unknown because an error occurred while classifying	spamBlocker was unable to classify the message because of the error specified in the log message. The log message specifies the user-related information.	"Allow 1-Trusted 0-External tcp 10.0.1.3 100.100.100.3 60275 143 msg="ProxyAllow: IMAP Message classification is unknown because an error occurred while classifying" proxy_act="IMAP-Client.Standard.1" mbx="INBOX" user="wg" (IMAP-proxy-00)"
22FF0015	INFO	Proxy / IMAP	GAV file too large	IMAP Gateway AV object too large	The attachment file size exceeds the Gateway AV scan size limit.	"Allow 1-Trusted 0-External tcp 10.0.1.3 100.100.100.3 50698 143 msg="ProxyAllow: IMAP Gateway AV object too large" proxy_act="IMAP-Client.OUT" attachment="large_file.doc" error="File exceeding the scan size limit" mbx="INBOX" user="wg" (IMAP-proxy-00)"
22FF0016	INFO	Proxy / IMAP	GAV file encrypted	Gateway AV object encrypted (password-protected)	The attachment file is encrypted or password-protected.	"Allow 1-Trusted 0-External tcp 10.0.1.3 100.100.100.3 50698 143 msg="ProxyAllow: IMAP Gateway AV object enrcypted (password-protected)" proxy_act="IMAP-Client.OUT" attachment="password-protected.zip" error="Object Encrypted" mbx="INBOX" user="wg" (IMAP-proxy-00)"
22FF1017	INFO	Proxy / IMAP	Protocol invalid	IMAP invalid TLS protocol	The IMAP proxy detected invalid TLS protocol.	"Deny 1-Trusted 0-External tcp 10.0.1.2 192.168.53.143 41551 993 msg="ProxyDrop: IMAP invalid TLS protocol" proxy_act="IMAP-Client.1" (IMAP-proxy-00)"
22FF1018	INFO	Proxy / IMAP	Content Inspection	IMAP TLS content inspection	The IMAP proxy decrypted a secure connection for content inspection.	"Deny 1-Trusted 0-External tcp 10.0.1.2 192.168.53.143 41551 993 msg="ProxyInspect: IMAP TLS content inspection" proxy_act="IMAP-Client.1" server_ssl="ECDHE-RSA-AES256-SHA384" client_ssl="ECDHE-RSA-AES256-GCM-SHA384" (IMAP-proxy-00)"
21FF0000	INFO	Proxy / POP3	CAPA	POP3 CAPA	The CAPA response contained the unknown or blocked capability that is specified in the log message.	"Deny 1-Trusted 0-External tcp 10.0.1.2 100.100.100.11 43924 110 msg="ProxyDeny: POP3 CAPA" keyword="VERF": (POP3-proxy-00)"
21FF0001	INFO	Proxy / POP3	Authentication	POP3 AUTH	"The authentication type matched a rule, or the default rule of no match. The log message specifies the rule name and authentication type."	"Deny 1-Trusted 0-External tcp 10.0.1.2 100.100.100.11 44047 110 msg="ProxyDeny: POP3 AUTH" proxy_act="POP3-Client.2" rule_name="Default" authtype="KERBOSE_V12" (POP3-proxy-00)"
21FF0002	INFO	Proxy / POP3	Command	POP3 command	The client sent an authentication command when it was not allowed.	"Deny 1-Trusted 0-External tcp 10.0.1.2 100.100.100.11 44225 110 msg="ProxyDeny: POP3 command" proxy_act="POP3-Client.2" keyword="AUTH KERBEROS_V12\x0d\x0a" (POP3-proxy-00)"
21FF0005	INFO	Proxy / POP3	Header	POP3 header	"A POP3 header matched a configured Header rule, or the default rule of no match. The log message specifies the rule and header."	"Allow 1-Trusted 0-External tcp 10.0.1.2 100.100.100.11 43909 110 msg="ProxyStrip: POP3 header" proxy_act="POP3-Client.1" rule_name="Default" header="Delivered-To:Êwg@localhost" (POP3-proxy-00)"
21FF0006	INFO	Proxy / POP3	Content type	POP3 content type	"A MIME-type matched a configured content type rule, or the default rule of no match. The log message specifies the rule, MIME-type, and user name."	"Allow 1-Trusted 0-External tcp 10.0.1.2 100.100.100.11 43909 110 msg="ProxyAllow: POP3 content type" proxy_act="POP3-Client.1" rule_name="All text types" content_type="text/plain" user="wg" (POP3-proxy-00)"
