ID	Level	Area	Name	Log Message Example	Description	Format	Message Variables
0203000C	ERROR	VPN / IPSEC	IKE Phase 1 invalid main mode ID	IKE phase-1 negotiation from 172.16.12.82:500 to 172.16.12.81:500 failed. Gateway-Endpoint='gateway.1' Reason=Received invalid main mode ID payload. Check VPN IKE diagnostic log messages for more information.	IKE Phase 1 negotiation failed because of invalid Main Mode ID payload received by local gateway.	IKE phase-1 negotiation from %s to %s failed. Gateway-Endpoint='%s' Reason=Received invalid main mode ID payload. Check VPN IKE diagnostic log messages for more information.	IKE phase-1 negotiation from ${local_addr} to ${peer_addr} failed. Gateway-Endpoint='${gw-ep}' Reason=Received invalid main mode ID payload. Check VPN IKE diagnostic log messages for more information.
0203000D	ERROR	VPN / IPSEC	IKE Phase 1 invalid aggressive mode hash	IKE phase-1 negotiation from 172.16.12.82:500 to 172.16.12.81:500 failed. Gateway-Endpoint='gateway.1' Reason=Received invalid aggressive mode hash payload. Check VPN IKE diagnostic log messages for more information.	IKE Phase 1 negotiation failed because invalid aggressive mode hash payload received by specified local gateway.	IKE phase-1 negotiation from %s to %s failed. Gateway-Endpoint='%s' Reason=Received invalid aggressive mode hash payload. Check VPN IKE diagnostic log messages for more information.	IKE phase-1 negotiation from ${local_addr} to ${peer_addr} failed. Gateway-Endpoint='${gw-ep}' Reason=Received invalid aggressive mode hash payload. Check VPN IKE diagnostic log messages for more information.
0203000E	ERROR	VPN / IPSEC	IKE Phase 1 invalid Aggressive mode SA payload	IKE phase-1 negotiation from 172.16.12.82:500 to 172.16.12.81:500 failed. Gateway-Endpoint='gateway.1' Reason=Received invalid aggressive mode SA payload. Check VPN IKE diagnostic log messages for more information.	IKE Phase 1 negotiation failed because of invalid Aggressive mode security association (SA) payload received by specified local gateway.	IKE phase-1 negotiation from %s to %s failed. Gateway-Endpoint='%s' Reason=Received invalid aggressive mode SA payload. Check VPN IKE diagnostic log messages for more information.	IKE phase-1 negotiation from ${local_addr} to ${peer_addr} failed. Gateway-Endpoint='${gw-ep}' Reason=Received invalid aggressive mode SA payload. Check VPN IKE diagnostic log messages for more information.
0203000F	INFO	VPN / IPSEC	IKE Phase 1 matching aggressive mode policy not found	IKE phase-1 negotiation from 172.16.12.82:500 to 172.16.12.81:500 failed. Reason=Aggressive mode matching policy not found	IKE Phase 1 negotiation because local gateway did not find a matching aggressive mode policy.	IKE phase-1 negotiation from %s to %s failed. Reason=Aggressive mode matching policy not found	IKE phase-1 negotiation from ${local_addr} to ${peer_addr} failed. Reason=Aggressive mode matching policy not found
0203002A	ERROR	VPN / IPSEC	IKE Phase 1 IKE version mismatch	IKE phase-1 negotiation from 198.51.100.2:500 to 203.0.113.2:500 failed. Gateway-Endpoint='gateway.1' Reason=Received IKE version did not match the configured IKE version.	IKE Phase 1 negotiation failed because the received IKE version did not match the IKE version configured on the local gateway. Check the IKE version in the gateway endpoint configuration on both the local and remote gateways.	IKE phase-1 negotiation from %s to %s failed. Gateway-Endpoint='%s' Reason=Received IKE version did not match the configured IKE version.	IKE phase-1 negotiation from ${local_addr} to ${peer_addr} failed. Gateway-Endpoint='${gw-ep}' Reason=Received IKE version did not match the configured IKE version.
0203002B	ERROR	VPN / IPSEC	IKE Phase 1 message received on wrong interface IP	IKE phase-1 negotiation from 198.51.100.2:500 to 192.0.2.2:500 failed. Gateway-Endpoint='gateway.1' Reason=Received message with wrong interface IP address 192.0.2.2. Expecting peer to use remote gateway endpoint IP address 203.0.113.2.	IKE Phase 1 negotiation failed because IKE message from the peer was received on the wrong interface IP address. Check the local and remote gateway IP address in the gateway endpoint configuration on both the local and remote gateways.	IKE phase-1 negotiation from %s to %s failed. Gateway-Endpoint='%s' Reason=Received message with wrong interface IP address %s. Expecting peer to use remote gateway endpoint IP address %s.	IKE phase-1 negotiation from ${local_addr} to ${peer_addr} failed. Gateway-Endpoint='${gw-ep}' Reason=Received message with wrong interface IP address ${received_ip}. Expecting peer to use remote gateway endpoint IP address ${expected_ip}.
0205000A	ERROR	VPN / IPSEC	IKE Phase 2 tunnel route mismatch	IKE phase-2 negotiation from 172.16.12.82:500 to 172.16.12.81:500 failed. Gateway='gateway.1' Reason=No matching tunnel route for peer proposed local:192.168.81.0/24 remote:192.168.82.0/28	The IPSec tunnel negotiation failed because the proposed tunnel routes did not match the tunnel configuration. The log message specifies the received and expected tunnel routes.	IKE phase-2 negotiation from %s to %s failed. Gateway='%s' Reason=No matching tunnel route for peer proposed local:%s/%d remote:%s/%d	IKE phase-2 negotiation from ${local_addr} to ${peer_addr} failed. Gateway='${gateway}' Reason=No matching tunnel route for peer proposed local:${tr_local} remote:${tr_remote}
0205000B	ERROR	VPN / IPSEC	IKE Phase 2 message retry timeout	IKE phase-2 negotiation from 172.16.12.82:500 to 172.16.12.81:500 failed. Tunnel='tunnel.1' Reason=Message retry timeout. Check VPN IKE diagnostic log messages for more information.	The IPSec tunnel negotiation failed because an expected response was not received before the message retry timeout.	IKE phase-2 negotiation from %s to %s failed. Tunnel='%s' Reason=Message retry timeout. Check VPN IKE diagnostic log messages for more information.	IKE phase-2 negotiation from ${local_addr} to ${peer_addr} failed. Tunnel='${tunnel}' Reason=Message retry timeout. Check VPN IKE diagnostic log messages for more information.
0205000C	ERROR	VPN / IPSEC	IKE Phase2 message retry timeout because Phase 1 SA expired	IKE phase-2 negotiation from 172.16.12.82:500 to 172.16.12.81:500 failed. Tunnel='tunnel.1' Reason=Message retry timeout because phase-1 SA expired	The IPSec tunnel negotiation failed because the Phase 1 Security Association (SA) expired.	IKE phase-2 negotiation from %s to %s failed. Tunnel='%s' Reason=Message retry timeout because phase-1 SA expired	IKE phase-2 negotiation from ${local_addr} to ${peer_addr} failed. Tunnel='${tunnel}' Reason=Message retry timeout because phase-1 SA expired
0205000D	ERROR	VPN / IPSEC	IKE Phase 2 PFS not enabled	IKE phase-2 negotiation from 172.16.12.82:500 to 172.16.12.81:500 failed. Tunnel='tunnel.1' Reason=Received proposal with PFS. PFS not enabled.	The IPSec tunnel negotiation failed because the Perfect Forward Secrecy (PFS) value did not match the Phase 2 configuration.	IKE phase-2 negotiation from %s to %s failed. Tunnel='%s' Reason=Received proposal with PFS. PFS not enabled.	IKE phase-2 negotiation from ${local_addr} to ${peer_addr} failed. Tunnel='${tunnel}' Reason=Received proposal with PFS. PFS not enabled.
0205000E	ERROR	VPN / IPSEC	IKE Phase 2 wait timeout	IKE phase-2 negotiation from 172.16.12.82:500 to 172.16.12.81:500 failed. Tunnel='tunnel.1' Reason=Message was not received in expected time. Check the connection between local and remote gateway endpoints.	The IPSec tunnel negotiation failed because an expected response was not received before the expected time.	IKE phase-2 negotiation from %s to %s failed. Tunnel='%s' Reason=Message was not received in expected time. Check the connection between local and remote gateway endpoints.	IKE phase-2 negotiation from ${local_addr} to ${peer_addr} failed. Tunnel='${tunnel}' Reason=Message was not received in expected time. Check the connection between local and remote gateway endpoints.
0205000F	WARN	VPN / IPSEC	Rejected Phase 2 negotiation due to incorrect gateway	Rejected phase-2 negotiation from 172.16.12.82:500 because 'gateway.1*1' is not the preferred IKE gateway endpoint.	Rejected Phase 2 negotiation the proposal did not use the preferred IKE gateway endpoint.	Rejected phase-2 negotiation from %s because '%s' is not the preferred IKE gateway endpoint.	Rejected quick mode negotiation from ${peer_addr} because '${gw-ep}' is not the preferred IKE gateway endpoint.
021A0001	ERROR	VPN / IPSEC	Dropped received IKEv2 message	Dropped IKEv2 IKE_SA_INIT message from 172.16.12.82:500. Reason=message has invalid initiator SPI (all zeros)	Dropped received invalid IKEv2 message.	Dropped IKEv2 %s message from %s. Reason=%s	Dropped IKEv2 ${exchange_type} message from ${peer_addr}. Reason=${reason}
021A0002	ERROR	VPN / IPSEC	IKE SA not found to handle IKE_SA_INIT_R message	Dropped IKEv2 IKE_SA_INIT message from 172.16.12.82:500. Reason=IKE SA not found to handle message with message ID 0x0.	IKE SA was not found to handle the received IKE_SA_INIT_R message.	Dropped IKEv2 %s message from %s. Reason=IKE SA not found to handle message with message ID 0x%x.	Dropped IKEv2 ${exchange_type} message from ${peer_addr}. Reason=IKE SA not found to handle message with message ID ${recvd_message_id}.
021A0003	ERROR	VPN / IPSEC	Gateway endpoint not found to handle IKE_SA_INIT_R message	Dropped IKEv2 IKE_SA_INIT message from 172.16.12.82:500. Reason='gateway.1' gateway endpoint not found to handle message with message ID 0x0.	Gateway endpoint was not found to handle the received IKE_SA_INIT_R message	Dropped IKEv2 %s message from %s. Reason='%s' gateway endpoint not found to handle message with message ID 0x%x.	Dropped IKEv2 ${exchange_type} message from ${peer_addr}. Reason='${gw-ep}' gateway endpoint not found to handle IKE_SA_INIT message with message ID ${recvd_message_id}.
021A0004	INFO	VPN / IPSEC	IKEv2 IKE SA is in deleting state	Dropped IKEv2 IKE_SA_INIT message from 172.16.12.82:500. Gateway-Endpoint='gateway.1'. Reason=IKE SA is in DELETING state.	Received IKEv2 message was ignored because the corresponding IKE SA to handle the message was in DELETING state.	Dropped IKEv2 %s message from %s. Gateway-Endpoint='%s'. Reason=IKE SA is in %s state.	Dropped IKEv2 ${exchange_type} message from ${peer_addr}. Gateway-Endpoint='${gw-ep}' Reason=IKE SA is in ${ikev2_ikesa_state} state.
021A0005	ERROR	VPN / IPSEC	Invalid message ID in IKEv2 exchange	Dropped IKEv2 IKE_SA_INIT message from 172.16.12.82:500. Gateway-Endpoint='gateway.1'. Reason=Invalid message ID in request message.	Received IKEv2 message was dropped because it has invalid message ID.	Dropped IKEv2 %s message from %s. Gateway-Endpoint='%s'. Reason=Invalid message ID in %s message.	Dropped IKEv2 ${exchange_type} message from ${peer_addr}. Gateway-Endpoint='${gw-ep}'. Reason=Invalid message ID in ${req_or_resp} message.
021A0006	ERROR	VPN / IPSEC	IKEv2 gateway endpoint was not found to handle the received message	IKEv2 IKE_SA_INIT exchange from 172.16.12.82:500 to 172.16.12.81:500 failed. Reason=Matching gateway endpoint not found.	IKEv2 gateway endpoint was not found to handle the received message.	IKEv2 %s exchange from %s to %s failed. Reason=Matching gateway endpoint not found.	IKEv2 ${exchange_type} exchange from ${local_addr} to ${peer_addr} failed. Reason=Matching gateway endpoint not found.
021A0007	ERROR	VPN / IPSEC	IKEv2 gateway endpoint version not matched	IKEv2 IKE_SA_INIT exchange from 172.16.12.82:500 to 172.16.12.81:500 failed. Gateway-Endpoint='gateway.1'. Reason=Received IKE version did not match the configured IKE version.	IKEv2 message exchange failed because the received IKE version did not match the IKE version configured on the local gateway. Check the IKE version in the gateway endpoint configuration on both local and remote gateways.	IKEv2 %s exchange from %s to %s failed. Gateway-Endpoint='%s'. Reason=Received IKE version did not match the configured IKE version.	IKEv2 ${exchange_type} exchange from ${local_addr} to ${peer_addr} failed. Gateway-Endpoint='${gw-ep}'. Reason=Received IKE version did not match the configured IKE version.
021A0008	ERROR	VPN / IPSEC	IKEv2 gateway endpoint is disabled	IKEv2 IKE_SA_INIT exchange from 172.16.12.82:500 to 172.16.12.81:500 failed. Gateway-Endpoint='gateway.1'. Reason=gateway endpoint is disabled.	The IKEv2 gateway endpoint is disabled. It cannot be used in tunnel negotiation.	IKEv2 %s exchange from %s to %s failed. Gateway-Endpoint='%s'. Reason=gateway endpoint is disabled.	IKEv2 ${exchange_type} exchange from ${local_addr} to ${peer_addr} failed. Gateway-Endpoint='${gw-ep}'. Reason=gateway endpoint is disabled.
021A0009	ERROR	VPN / IPSEC	IKEv2 gateway ID mismatch	IKEv2 IKE_AUTH exchange from 172.16.12.82:500 to 172.16.12.81:500 failed. Gateway-Endpoint='gateway.1'. Reason=Gateway endpoint with matching ID was not found.	IKEv2 IKE_AUTH negotiation failed because the remote ID configured in the gateway endpoint did not match proposed ID received from the remote gateway.	IKEv2 %s exchange from %s to %s failed. Gateway-Endpoint='%s'. Reason=Gateway endpoint with matching ID was not found.	IKEv2 ${exchange_type} exchange from ${local_addr} to ${peer_addr} failed. Gateway-Endpoint='${gw-ep}' Reason=Gateway endpoint with matching ID was not found.
021A000A	ERROR	VPN / IPSEC	IKEv2 IKE_SA_INIT message received on wrong interface	IKEv2 IKE_SA_INIT exchange from 172.16.12.82:500 to 172.16.12.81:500 failed. Gateway-Endpoint='gateway.1'. Reason=Received message on wrong interface 'eth0'(index:3). Expecting it to be received on 'eth6'.	IKEv2 IKE_SA_INIT negotiation failed because IKE message from peer was received on the wrong interface.	IKEv2 %s exchange from %s to %s failed. Gateway-Endpoint='%s'. Reason=Received message on wrong interface '%s'(index:%d). Expecting it to be received on '%s'.	IKEv2 ${exchange_type} exchange from ${local_addr} to ${peer_addr} failed. Gateway-Endpoint='${gw-ep}'. Reason=Received message on wrong interface. '${received_if}'(index:${received_ifindex}). Expecting it to be received on '${expected_if}'.
021A000B	ERROR	VPN / IPSEC	IKEv2 remote gateway endpoint ID mismatch	IKEv2 IKE_AUTH exchange from 172.16.12.82:500 to 172.16.12.81:500 failed. Gateway-Endpoint='gateway.1'. Reason=Received ID did not match the configured remote gateway endpoint ID.	IKEv2 IKE_AUTH negotiation failed because the remote ID in the gateway endpoint configuration did not match the proposed ID received from the remote gateway.	IKEv2 %s exchange from %s to %s failed. Gateway-Endpoint='%s'. Reason=Received ID did not match the configured remote gateway endpoint ID.	IKEv2 ${exchange_type} exchange from ${local_addr} to ${peer_addr} failed. Gateway-Endpoint='${gw-ep}'. Reason=Received ID did not match the configured remote gateway endpoint ID.
021A000C	ERROR	VPN / IPSEC	IKEv2 local gateway endpoint ID mismatch	IKEv2 IKE_AUTH exchange from 172.16.12.82:500 to 172.16.12.81:500 failed. Gateway-Endpoint='gateway.1'. Reason=Received ID did not match the configured local gateway endpoint ID.	IKEv2 IKE_AUTH negotiation failed because the local ID in the gateway endpoint configuration did not match the proposed ID received from the remote gateway.	IKEv2 %s exchange from %s to %s failed. Gateway-Endpoint='%s'. Reason=Received ID did not match the configured local gateway endpoint ID.	IKEv2 ${exchange_type} exchange from ${local_addr} to ${peer_addr} failed. Gateway-Endpoint='${gw-ep}'. Reason=Received ID did not match the configured local gateway endpoint ID.
021A000D	ERROR	VPN / IPSEC	Received IKEv2 message does not have expected payloads	IKEv2 IKE_AUTH exchange from 172.16.12.82:500 to 172.16.12.81:500 failed. Gateway-Endpoint='gateway.1'. Reason=Received IKE_AUTH response message does not have the expected payloads.	IKEv2 message exchange failed because the received message from the peer does not have the expected payloads	IKEv2 %s exchange from %s to %s failed. Gateway-Endpoint='%s'. Reason=Received %s message does not have the expected payloads.	IKEv2 ${exchange_type} exchange from ${local_addr} to ${peer_addr} failed. Gateway-Endpoint='${gw-ep}'. Reason=Received ${msg_info} message does not have the expected payloads.
021A000E	ERROR	VPN / IPSEC	IKEv2 IKE proposal mismatch	"IKEv2 IKE_SA_INIT exchange from 198.51.100.2:500 to 203.0.113.2:500 failed. Gateway-Endpoint='gateway.1'. Reason=IKE proposal did not match. Received encryption 3DES, expected AES."	The IKEv2 message exchange failed because the IKE proposal in the received message did not match the expected proposal.	IKEv2 %s exchange from %s to %s failed. Gateway-Endpoint='%s'. Reason=%s	IKEv2 ${exchange_type} exchange from ${local_addr} to ${peer_addr} failed. Gateway-Endpoint='${gw-ep}' Reason=${msg_info}
021A000E	ERROR	VPN / IPSEC	IKEv2 IKE proposal mismatch	"IKEv2 IKE_SA_INIT exchange from 198.51.100.2:500 to 203.0.113.2:500 failed. Gateway-Endpoint='gateway.1'. Reason=IKE proposal did not match. Received encryption 3DES, expected AES."	The IKEv2 message exchange failed because the IKE proposal in the received message did not match the expected proposal.	IKEv2 %s exchange from %s to %s failed. Gateway-Endpoint='%s'. Reason=%s	IKEv2 ${exchange_type} exchange from ${local_addr} to ${peer_addr} failed. Gateway-Endpoint='${gw-ep}' Reason=${msg_info}
021A000F	ERROR	VPN / IPSEC	IKEv2 KE DH-Group mismatch	IKEv2 IKE_SA_INIT exchange from 172.16.12.82:500 to 172.16.12.81:500 failed. Gateway-Endpoint='gateway.1'. Reason=DH-Group 14 in the KE payload does not match DH-Group 5 selected in the IKE_SA_INIT response proposal.	IKEv2 message exchange failed because the DH group in the received Key Exchange (KE) payload does not match the DH-Group in the selected proposal.	IKEv2 %s exchange from %s to %s failed. Gateway-Endpoint='%s'. Reason=DH-Group %d in the KE payload does not match DH-Group %d selected in the %s proposal.	IKEv2 ${exchange_type} exchange from ${local_addr} to ${peer_addr} failed. Gateway-Endpoint='${gw-ep}'. Reason=DH-Group ${recvd_dh_group} in the KE payload does not match the DH-Group ${selected_dh_group} selected in the ${msg_info} proposal.
021A0010	ERROR	VPN / IPSEC	IKEv2 IPSec KE DH-Group mismatch	IKEv2 CREATE_CHILD_SA exchange from 172.16.12.82:500 to 172.16.12.81:500 failed. Tunnel='tunnel.1'. Reason=DH-Group 14 in the KE payload does not match DH-Group 5 selected in the CREATE_CHILD_SA request proposal.	IKEv2 message exchange failed because the DH group in the received Key Exchange (KE) payload does not match the DH-Group in the selected proposal.	IKEv2 %s exchange from %s to %s failed. Tunnel='%s'. Reason=DH-Group %d in the KE payload does not match DH-Group %d selected in the %s proposal.	IKEv2 ${exchange_type} exchange from ${local_addr} to ${peer_addr} failed. Gateway-Endpoint='${gw-ep}'. Reason=DH-Group ${recvd_dh_group} in the KE payload does not match the DH-Group ${selected_dh_group} selected in the ${msg_info} proposal.
021A0011	ERROR	VPN / IPSEC	Received unacceptable traffic selector during first CHILD SA negotiation.	IKEv2 IKE_AUTH exchange from 172.16.12.82:500 to 172.16.12.81:500 failed. Gateway-Endpoint='gateway.1'. Reason=Received unacceptable traffic selector in IKE_AUTH request.	IKEv2 first CHILD SA creation failed because the peer sent an unacceptable traffic selector.	IKEv2 %s exchange from %s to %s failed. Gateway-Endpoint='%s'. Reason=Received unacceptable traffic selector in %s.	IKEv2 ${exchange_type} exchange from ${local_addr} to ${peer_addr} failed. Gateway-Endpoint='${gw-ep}'. Reason=Received unacceptable traffic selector in ${msg_info}.
021A0012	ERROR	VPN / IPSEC	IKEv2 peer authentication method mismatch.	"IKEv2 IKE_AUTH exchange from 172.16.12.82:500 to 172.16.12.81:500 failed. Gateway-Endpoint='gateway.1'. Reason=Received authentication method PSK, expecting RSA certificate."	IKEv2 tunnel negotiation failed because the incorrect authenticate method was proposed by the remote gateway.	"IKEv2 %s exchange from %s to %s failed. Gateway-Endpoint='%s'. Reason=Received authentication method %s, expecting %s."	"IKEv2 ${exchange_type} exchange from ${local_addr} to ${peer_addr} failed. Reason=Received authentication method ${received}, expecting ${expected}."
021A0013	ERROR	VPN / IPSEC	IKEv2 peer authentication failed	IKEv2 IKE_AUTH exchange from 172.16.12.82:500 to 172.16.12.81:500 failed. Gateway-Endpoint='gateway.1'. Reason=Remote gateway endpoint RSA certificate authentication failed.	IKEv2 tunnel negotiation failed because the local gateway could not authenticate the remote gateway.	IKEv2 %s exchange from %s to %s failed. Gateway-Endpoint='%s'. Reason=Remote gateway endpoint %s authentication failed.	IKEv2 ${exchange_type} exchange from ${local_addr} to ${peer_addr} failed. Reason=Remote gateway endpoint ${auth_method} authentication failed.
021A0014	ERROR	VPN / IPSEC	IKEv2 PSK mismatch	IKEv2 IKE_AUTH exchange from 172.16.12.82:500 to 172.16.12.81:500 failed. Gateway-Endpoint='gateway.1'. Reason=Remote gateway endpoint authentication failed due to a possible shared secret mismatch.	IKEv2 tunnel negotiation failed because of possible PSK mismatch.	IKEv2 %s exchange from %s to %s failed. Gateway-Endpoint='%s'. Reason=Remote gateway endpoint authentication failed due to a possible shared secret mismatch.	IKEv2 ${exchange_type} exchange from ${local_addr} to ${peer_addr} failed. Reason=Remote gateway endpoint authentication failed due to a possible shared secret mismatch.
021A0015	ERROR	VPN / IPSEC	Received IKEv2 IKE_SA_INIT notification error message.	IKEv2 IKE_SA_INIT exchange from 172.16.12.82:500 to 172.16.12.81:500 failed. Gateway-Endpoint='gateway.1'. Reason=Received N(NO_PROPOSAL_CHOSEN) message.	IKEv2 IKE_SA_INIT negotiation failed because the peer sent a notification error message.	IKEv2 %s exchange from %s to %s failed. Gateway-Endpoint='%s'. Reason=Received %s message.	IKEv2 ${exchange_type} exchange from ${local_addr} to ${peer_addr} failed. Gateway-Endpoint='${gw-ep}'. Reason=Received ${notify_msg} message.
021A0016	ERROR	VPN / IPSEC	Received IKEv2 CREATE_CHILD_SA/IKE_AUTH notification error message.	IKEv2 IKE_AUTH exchange from 10.139.36.185:500 to 10.139.36.195:500 failed. Tunnel='tunnel.1'. Reason=Received N(NO_PROPOSAL_CHOSEN) message.	IKEv2 CREATE_CHILD_SA/IKE_AUTH negotiation failed because peer sent a notification error message.	IKEv2 %s exchange from %s to %s failed. Tunnel='%s'. Reason=Received %s message.	IKEv2 ${exchange_type} exchange from ${local_addr} to ${peer_addr} failed. Tunnel='${tunnel_name}'. Reason=Received ${notify_msg} message.
021A0017	INFO	VPN / IPSEC	IKEv2 IKE SA established	IKEv2 IKE SA established successfully as initiator for 'gateway.1' gateway endpoint. local-gw:10.139.36.185:500 remote-gw:10.139.36.195:500 SA ID:0xbc2188a5.	IKEv2 IKE SA is established because IKE_AUTH negotiation is finished or IKE SA is rekeyed.	IKEv2 IKE SA established successfully as %s for '%s' gateway endpoint. local-gw:%s remote-gw:%s SA ID:0x%08x.	IKEv2 IKE SA established successfully as ${exchange_role} for '${gw-ep}' gateway endpoint. local-gw:${local_addr} remote-gw:${peer_addr} SA ID:${sa_id}.
021A0018	ERROR	VPN / IPSEC	IKEv2 tunnel proposal mismatch.	"IKEv2 CREATE_CHILD_SA exchange from 198.51.100.2:500 to 203.0.113.2:500 failed. Tunnel='tunnel.1'. Reason=IPSec proposal did not match. Received encryption 3DES, expected AES."	The IKEv2 message exchange failed because the IPSec proposal in the received message did not match the expected proposal.	IKEv2 %s exchange from %s to %s failed. Tunnel='%s'. Reason=%s	IKEv2 ${exchange_type} exchange from ${local_addr} to ${peer_addr} failed. Tunnel='${tunnel}'. Reason=${msg_info}
021A0019	ERROR	VPN / IPSEC	Received invalid SPI during first CHILD SA negotiation.	IKEv2 IKE_AUTH exchange from 172.16.12.82:500 to 172.16.12.81:500 failed. Tunnel='tunnel.1'. Reason=Peer proposed invalid SPI in IKE_AUTH request.	IKEv2 first CHILD SA creation failed because the peer sent an invalid SPI.	IKEv2 %s exchange from %s to %s failed. Tunnel='%s'. Reason=Peer proposed invalid SPI in %s.	IKEv2 ${exchange_type} exchange from ${local_addr} to ${peer_addr} failed. Tunnel='${tunnel}'. Reason=Peer proposed invalid SPI in ${msg_info}.
021A001A	ERROR	VPN / IPSEC	Received invalid SPI during IKEv2 IPSec SA rekey	IKEv2 CREATE_CHILD_SA exchange from 172.16.12.82:500 to 172.16.12.81:500 failed. Tunnel='tunnel.1'. Reason=Could not find child SA by received SPI 0xbaba1509 in CREATE_CHILD_SA(REKEY[CHILD SA]) request.	IKEv2 IPSec SA rekey failed because the peer sent an invalid SPI.	IKEv2 %s exchange from %s to %s failed. Tunnel='%s'. Reason=Could not find child SA by received SPI %0x in %s.	IKEv2 ${exchange_type} exchange from ${local_addr} to ${peer_addr} failed. Tunnel='${tunnel}'. Reason=Could not find child SA by received SPI ${spi} in ${msg_info}.
021A001B	ERROR	VPN / IPSEC	No response from remote gateway	IKEv2 exchange from 172.16.12.82:500 to 172.16.12.81:500 failed. Gateway-Endpoint='gateway.1'. Reason=No response for IKE_AUTH request message. Check the connection between the local and remote gateway endpoints.	IKEv2 connection was terminated because there was no response from the remote site.	IKEv2 exchange from %s to %s failed. Gateway-Endpoint='%s'. Reason=No response for %s message. Check the connection between the local and remote gateway endpoints.	IKEv2 exchange from ${local_addr} to ${peer_addr} failed. Gateway-Endpoint='${gw-ep}'. Reason=No response for ${msg_info} message. Check the connection between the local and remote gateway endpoints.
021A001C	INFO	VPN / IPSEC	IKEv2 IKE SA is waiting for the user authentication result	Dropped IKEv2 IKE_AUTH message from 198.51.100.2:4500. Gateway-Endpoint='ikev2_mobileuser'. Reason=Waiting for the EAP_MSCHAPv2 user authentication result.	The Firebox ignored an IKEv2 message because the corresponding IKE SA is waiting for the user authentication result from the authentication module.	Dropped IKEv2 %s message from %s. Gateway-Endpoint='%s'. Reason=Waiting for the %s user authentication result.	Dropped IKEv2 ${exchange_type} message from ${peer_addr}. Gateway-Endpoint='${gw-ep}' Reason=Waiting for the ${user-auth-protocol} user authentication result.
021A001D	ERROR	VPN / IPSEC	IKEv2 gateway ID mismatch	IKEv2 IKE_AUTH exchange from 198.51.100.2 to 203.0.113.2:500 failed. Gateway-Endpoint='ikev2_mobileuser'. Reason=The Mobile VPN with IKEv2 profile is not enabled.	IKEv2 IKE_AUTH negotiation failed because Mobile VPN for IKEv2 is not enabled on this gateway.	IKEv2 %s exchange from %s to %s failed. Gateway-Endpoint='%s'. Reason=The Mobile VPN with IKEv2 profile is not enabled.	IKEv2 ${exchange_type} exchange from ${local_addr} to ${peer_addr} failed. Gateway-Endpoint='${gw-ep}' Reason=Mobile VPN with IKEv2 profile is not enabled.
021A001E	ERROR	VPN / IPSEC	IKEv2 received invalid EAP information	IKEv2 IKE_AUTH EAP exchange from 198.51.100.2:4500 to 203.0.113.2:4500 failed. Gateway-Endpoint='WG IKEv2 MVPN'. Reason='example' authentication domain is not configured.	IKEv2 IKE_AUTH EAP negotiation failed because IKEv2 Mobile VPN client sent invalid information.	IKEv2 %s EAP exchange from %s to %s failed. Gateway-Endpoint='%s'. Reason=%s	IKEv2 ${exchange_type} EAP exchange from ${local_addr} to ${peer_addr} failed. Gateway-Endpoint='${gw-ep}' Reason=${reason}
021A001F	ERROR	VPN / IPSEC	IKEv2 IKE_SA_INIT message received on wrong interface IP	IKEv2 IKE_SA_INIT exchange from 198.51.100.2:500 to 192.0.2.2:500 failed. Gateway-Endpoint='gateway.1'. Reason=Received message with wrong interface IP address 192.0.2.2. Expecting peer to use remote gateway endpoint IP address 203.0.113.2.	IKEv2 message exchange failed because IKE message from the peer was received on the wrong interface IP address. Check the local and remote gateway IP address in the gateway endpoint configuration on both the local and remote gateways.	IKEv2 %s exchange from %s to %s failed. Gateway-Endpoint='%s'. Reason=Received message with wrong interface IP address %s. Expecting peer to use remote gateway endpoint IP address %s.	IKEv2 ${exchange_type} exchange from ${local_addr} to ${peer_addr} failed. Gateway-Endpoint='${gw-ep}' Reason=Received message with the wrong interface IP address ${received_ip}. Expecting peer to use remote gateway endpoint IP address ${expected_ip}.
021A0020	ERROR	VPN / IPSEC	IKEv2 IKE_AUTH message received on wrong interface IP	IKEv2 IKE_AUTH exchange from 198.51.100.2:500 to 192.0.2.2:500 failed. Gateway-Endpoint='m500-197'. Reason=Received message with the wrong interface IP address 192.0.2.2. Expecting peer to use remote gateway endpoint IP address 203.0.113.2.	IKEv2 message exchange failed because IKE message from the peer was received on the wrong interface IP address. Check the local and remote gateway IP address in the gateway endpoint configuration on both the local and remote gateways.	IKEv2 %s exchange from %s to %s failed. Gateway-Endpoint='%s'. Reason=Received message with wrong interface IP address %s. Expecting peer to use remote gateway endpoint IP address %s.	IKEv2 ${exchange_type} exchange from ${local_addr} to ${peer_addr} failed. Gateway-Endpoint='${gw-ep}' Reason=Received message with wrong interface IP address ${received_ip}. Expecting peer to use remote gateway endpoint IP address ${expected_ip}.
5B010004	INFO	VPN / L2TP	Update user session	"Updated Mobile VPN with L2TP session for user 'Firebox-DB\test', virtual IP address '192.168.113.2'."	Mobile VPN with L2TP updated the session for the specified user. The log message specifies the assigned virtual IP address.	"Updated Mobile VPN with L2TP session for user '%s\%s', virtual IP address '%s'."	Ð
5B010005	INFO	VPN / L2TP	Delete user session	"Deleted Mobile VPN with L2TP session for user 'Firebox-DB\test', virtual IP address '192.168.113.2'."	Deleted a Mobile VPN with L2TP session with the specified virtual IP address.	"Deleted Mobile VPN with L2TP session for user '%s\%s', virtual IP address '%s'."	Ð
